doi,authors
10.1177/0002764213487340,"['David R. Williams', 'Selina A. Mohammed']"
10.1007/s11205-022-02918-5,['Joaquín Prieto']
10.1080/15374416.2017.1417860,"['Melissa L. Danielson', 'Rebecca H. Bitsko', 'Reem M. Ghandour', 'Joseph R. Holbrook', 'Michael D. Kogan', 'Stephen J. Blumberg']"
10.1080/03056244.2018.1549028,['Isidore A. Udoh']
10.1146/annurev.so.18.080192.000311,['Carol S. Aneshensel']
10.1136/bmj.322.7296.1233,['Michael Marmot']
10.21896/jksmch.2008.12.1.104,"['Kyung‐Sook Bang', 'Soo Yang', '김지수', 'Hye Jin Hyun']"
10.1155/2012/593413,"['Stephanie S. Bouris', 'Lisa Merry', 'Amy Kebe', 'Anita J. Gagnon']"
10.1016/j.eap.2023.01.009,"['Thilak Mallawaarachchi', 'Dil Bahadur Rahut']"
10.1017/s2045796016000172,"['Kenneth E. Miller', 'Andrew Rasmussen']"
10.1257/0002828041302019,"['Marianne Bertrand', 'Sendhil Mullainathan', 'Eldar Shafir']"
10.1002/cncr.34132,"['Sue C. Lin', 'Naomie Gathua', 'Cheryl L. Thompson', 'Alek Sripipatana', 'Laura Makaroff']"
10.1080/10926771.2022.2074329,['Jungtae Choi']
10.1016/j.jadr.2023.100621,"['Luciano Garofalo', 'Cathryn Booth‐LaForce', 'Paula S. Nurius', 'Stephanie F. Thompson', 'Becca Calhoun', 'Lisa Shimomaeda', 'Liliana J. Lengua']"
10.4225/50/5578d0a59ea66,"['Tim Moore', 'Myfanwy McDonald']"
10.1504/ijhd.2022.124893,['A. F. M. Jalal Ahamed']
10.1186/s13052-022-01368-6,"['Mohammad Heidarzadeh', 'Mahshid Taheri', 'Zohreh Mazaheripour', 'Fariba Abbasi-Khameneh']"
10.4102/sajpsychiatry.v20i1.482,['Karl Peltzer']
10.1111/j.1467-9507.2007.00389.x,"['Amanda Sheffield Morris', 'Jennifer S. Silk', 'Laurence Steinberg', 'Sonya S. Myers', 'Lara R. Robinson']"
10.1080/14616730500365928,['L. Alan Sroufe']
10.1037/0012-1649.38.5.719,"['Miriam R. Linver', 'Jeanne Brooks‐Gunn', 'Dafna Kohen']"
10.1080/01488376.2014.915283,"['Michael P. Fung', 'Robert A. Fox', 'Sara Harris']"
10.1176/appi.ajp.159.3.394,"['Jeffrey G. Johnson', 'Patricia Cohen', 'Stephanie Kasen', 'Judith S. Brook']"
10.1111/josh.13405,"['Marvin So', 'Rebecca Freese', 'Andrew J. Barnes']"
10.1037/0022-006x.72.4.579,"['Frank Neuner', 'Margarete Schauer', 'Christine Klaschik', 'Unni Karunakara', 'Thomas Elbert']"
10.1017/s0033291700035601,"['Chris Frith', 'Rhiannon Corcoran']"
10.4103/0019-5545.46068,['Vikram Patel']
10.1017/s0033291799008661,"['Gillian Haddock', 'Joy McCarron', 'Nicholas Tarrier', 'E. B. Faragher']"
10.1136/bmj.323.7315.746,"['Paul E. Plsek', 'Timothy D. Wilson']"
10.1146/annurev.psych.57.102904.190212,"['Vickie M. Mays', 'Susan D. Cochran', 'Namdi W. Barnes']"
10.1001/archpsyc.61.1.85,"['Glorisa Canino', 'Patrick E. Shrout', 'Maritza Rubio‐Stipec', 'Héctor Bird', 'Milagros Bravo', 'Rafael Ramírez', 'Ligia M. Chávez', 'Margarita Alegrı́a', 'José J. Bauermeister', 'Ann A. Hohmann', 'Julio C. Ribera', 'Pedro García', 'Alfonso Martínez‐Taboas']"
10.1097/01.ede.0000362292.40972.3a,"['Maryse F. Bouchard', 'David C. Bellinger', 'Jennifer Weuve', 'Julia Matthews-Bellinger', 'Stephen E. Gilman', 'Robert O. Wright', 'J. E. Schwartz', 'Marc G. Weisskopf']"
10.1016/s2542-5196(17)30045-1,"['Haris Majeed', 'Jonathan Lee']"
10.18415/ijmmu.v7i9.1885,"['Zeinab Azadbakhti', 'Khalil Parvini']"
10.1155/2023/6659030,"['Brianna Allen', 'Jeffrey Klibert', 'Llewellyn E. van Zyl']"
10.5812/ircmj.42834,"['Hedayatallah Shams', 'Gholamreza Garmaroudi', 'Saharnaz Nedjat']"
10.1080/1369801x.2017.1401944,['Jennifer Lawn']
10.1108/eb026918,['Carol C. Kuhlthau']
10.1017/s0021853700027328,['Maynard W. Swanson']
10.5751/es-02716-130240,"['Stephen R. Carpenter', 'William A. Brock']"
10.1080/08964289.2021.2015278,"['Natalie Sumetsky', 'Jessica Frankeberger', 'Robert W. S. Coulter', 'Jessica G. Burke', 'M. Reuel Friedman', 'Christina Mair']"
10.1111/1467-8624.00448,"['Rashmita S. Mistry', 'Elizabeth A. Vandewater', 'Aletha C. Huston', 'Vonnie C. McLoyd']"
10.3389/fmed.2023.1110584,"['De la Vega Martínez Alán', 'Óscar Rosas-Carrasco', 'Gaitán-Rossi Pablo', 'Ancira-Moreno Mónica', 'López-Teros Miriam']"
10.1093/pubmed/fdi025,"['Haomiao Jia', 'Erica I. Lubetkin']"
10.1177/0886260520962075,['Sarah Tarshis']
10.1037/int0000257,"['Jenna Rowen', 'Grace E. Giedgowd', 'Danielle Baran']"
10.1176/appi.ajp.2014.13101401,"['Ryu Takizawa', 'Barbara Maughan', 'Louise Arseneault']"
10.1037/0022-3514.86.4.517,"['Frederick X. Gibbons', 'Meg Gerrard', 'Michael J. Cleveland', 'Thomas A. Wills', 'Gene H. Brody']"
10.1080/1461669032000072256,"['Jan Delhey', 'Kenneth Newton']"
10.1146/annurev.anthro.31.040402.085359,['Catherine Panter‐Brick']
10.1017/s1092852923004649,['Fang Huang']
10.2105/ajph.92.1.92,"['Philip S. Wang', 'Olga Demler', 'Ronald C. Kessler']"
10.1037/0022-0663.88.3.408,"['Robert W. Roeser', 'Carol Midgley', 'Timothy C. Urdan']"
10.1177/10783903231197655,"['Young Ji Lee', 'Joshua Palmer', 'Alice Curtis Cline', 'Heeyoung Lee']"
10.1111/joms.12344,"['Joel Bothello', 'Thomas J. Roulet']"
10.1111/cdep.12238,"['Amanda Sheffield Morris', 'Michael M. Criss', 'Jennifer S. Silk', 'Benjamin J. Houltberg']"
10.1176/appi.ps.54.1.60,"['Elizabeth M. Z. Farmer', 'Barbara J. Burns', 'Susan D. Phillips', 'Adrian Angold', 'E. Jane Costello']"
10.1111/j.1467-8624.2009.01399.x,['Jack P. Shonkoff']
10.1007/s10597-023-01132-y,"['Elizabeth S. Bocanegra', 'Susanna Chang', 'Michelle Rozenman', 'Steve S. Lee', 'Desiree R. Delgadillo', 'Denise A. Chavira']"
10.1111/nbu.12658,"['Elizabeth O’Sullivan', 'C. Daly', 'Aileen Kennedy']"
10.1186/s12955-019-1243-5,"['Tahmid Kashem', 'Fatima Al Sayah', 'Andrews K. Tawiah', 'Arto Öhinmaa', 'Jeffrey Johnson']"
10.1001/archpsyc.62.5.554,"['Yange Xue', 'Tama Leventhal', 'Jeanne Brooks‐Gunn', 'Felton J. Earls']"
10.2139/ssrn.412921,['Michael Ben‐Gad']
10.1109/mts.2021.3056288,"['Tine Kolenik', 'Matjaž Gams']"
10.1377/hlthaff.27.2.393,"['Thomas G. McGuire', 'Jeanne Miranda']"
10.1080/01438300500460419,['Jane Parish']
10.1542/peds.2010-1371,"['Shirley A. Russ', 'Kandyce Larson', 'Neal Halfon']"
10.1017/s0954579400003102,"['Carolyn Zahn‐Waxler', 'Bonnie Klimes‐Dougan', 'Marcia J. Slattery']"
10.1111/bjh.17962,"['Charles R. Jonassaint', 'Ines Lukombo', 'Robert Feldman', 'Jordan Driscoll', 'Shaun M. Eack', 'Kaleab Z. Abebe', 'Laura M. De Castro']"
10.1073/pnas.1308240110,"['Pilyoung Kim', 'Gary W. Evans', 'Mike Angstadt', 'S. Shaun Ho', 'Chandra Sripada', 'James E. Swain', 'Israel Liberzon', 'K. Luan Phan']"
10.1111/j.1467-8519.1996.tb00110.x,"['David Mertz', 'MARY ANN SUSHINSKY†', 'Udo Schüklenk']"
10.1163/15691497-12341571,"['Shingirai Paul Mbulayi', 'Abigail Makuyana', 'S.M. Kang’ethe']"
10.1146/annurev.soc.34.040507.134549,"['Sara McLanahan', 'Christine Percheski']"
10.1111/j.1540-4560.1983.tb00138.x,"['Ronnie Janoff‐Bulman', 'Irene Hanson Frieze']"
10.1177/0009922815589927,"['Taren Swindle', 'Kathy L. Shapley', 'Angie Kyzer', 'Rajalakshmi Cheerla', 'Leanne Whiteside-Mansell']"
10.1001/jama.1993.03500080101043,['Burton E. Einspruch']
10.1111/j.1532-7795.2005.00106.x,"['Leslie Morrison Gutman', 'Vonnie C. McLoyd', 'Teru Tokoyawa']"
10.4102/curationis.v42i1.1903,"['Donald G. Skinner', 'Carla Sharp', 'Lochner Marais', 'Motsaathebe Serekoane', 'Molefi Lenka']"
10.1111/1467-954x.00233,['Diane Reay']
10.1159/000286998,['Hector Warnes']
10.1111/1467-9280.00304,"['Carroll E. Izard', 'Sarah E. Fine', 'David Schultz', 'Allison J. Mostow', 'Brian P. Ackerman', 'Eric A. Youngstrom']"
10.1177/0956247813513705,['Vanessa Watson']
10.1186/1752-4458-2-13,"['Jessica G Fritze', 'Grant Blashki', 'Susie Burke', 'John Wiseman']"
10.1200/jco.2021.39.15_suppl.12019,"['Alex Wu', 'Yunhong Wu', 'Prabhsimranjot Singh', 'Vijaya Natarajan', 'Waseem Cheema', 'Rukhsana Hossain', 'Christine Liu', 'Yocasta Mejia', 'Myoe Htet Htet Oo', 'Bina Valenzano', 'Yiqing Xu']"
10.1080/19452829.2013.762181,['David Clark']
10.1016/j.childyouth.2016.10.021,"['Marilyn Metzler', 'Melissa T. Merrick', 'Joanne Klevens', 'Katie A. Ports', 'Derek Ford']"
10.1177/0038026118777425,"['Imogen Tyler', 'Tom Slater']"
10.1080/10610154.2018.1547574,"['Irina V. Dolgorukova', 'Т Ю Кирилина', 'Iu. N. Mazaev', 'Т.Н. Юдина']"
10.1037/1099-9809.10.3.255,"['Rafael M. Díaz', 'George Ayala', 'Edward Bein']"
10.1001/archpedi.160.8.825,"['James G. Gurney', 'Melissa L McPheeters', 'Matthew M. Davis']"
10.1353/eca.2023.a919362,"['Pinelopi Goldberg', 'Tristan Reed']"
10.9734/ijtdh/2021/v42i1730529,"['David B. Olawade', 'Yinka J. Adeniji', 'Ojima Z. Wada', 'Oluwayomi Rebecca Akosile', 'Aderonke Odetayo', 'Grace O. Anuforo', 'Temitope D. Afolalu']"
10.1111/j.1741-3729.2007.00463.x,['Linda M. Burton']
10.3390/en17081925,"['Katrin Großmann', 'Helene Oettel', 'Leona Sandmann']"
10.1542/peds.2010-0165,"['Kandyce Larson', 'Shirley A. Russ', 'Robert S. Kahn', 'Neal Halfon']"
10.4103/ipj.ipj_33_18,"['Archana Singh', 'Manisha Arora', 'Vishal Sharma', 'Atul Kotwal']"
10.1017/s0954579498001564,"['Sheppard G. Kellam', 'XIANGE LING', 'Rolande Merisca', 'C. Hendricks Brown', 'Nick Ialongo']"
10.1037/a0023141,"['Thomas J. Doherty', 'Susan Clayton']"
10.2307/3172010,['Dan Wylie']
10.1353/dsp.1994.0010,"['Joan Gross', 'David McMurray', 'Ted Swedenburg']"
10.1177/000312240406900502,"['Jane D. McLeod', 'Karen Claiborne Kaiser']"
10.1007/s11121-009-0123-3,"['Ronald J. Prinz', 'Matthew R. Sanders', 'Cheri J. Shapiro', 'Daniel J. Whitaker', 'John R. Lutzker']"
10.1016/j.enpol.2016.03.019,"['Rosie Day', 'Gordon Walker', 'Neil Simcock']"
10.21500/20112084.875,"['Javiera Falcone Castillo', 'Borja Castro-Serrano', 'Paula Serrano Pérez', 'Valeria Ortiz Ramírez', 'Magdalena Toral Chaignea']"
10.1590/1516-4446-2020-1078,"['Giovanni Abrahão Salum', 'Jaqueline F. Rehmenklau', 'Michele Casser Csordas', 'Flávia Pimentel Pereira', 'Juliana Unis Castan', 'Anderson Borges Ferreira', 'Vera Beatriz Delgado', 'Liana de M. Bolzan', 'Miguel A. de Lima', 'Juarez H. Blauth', 'José R. dos Reis', 'Paula B. Rocha', 'Tadeu Assis Guerra', 'Izabela M. Saraiva', 'Bruna de C. Gramz', 'Bruna R. Ronchi', 'Bruna Luísa Ferlin Ribeiro', 'Dienifer Farias König', 'Eugênio H. Grevet', 'Leandro Barbosa de Pinho', 'Jacó Fernando Schneider', 'Paula R. Eustáquio', 'Márcia Ziebell Ramos', 'Myriam Fonte Marques', 'Luiza Kvitko Axelrud', 'Fernanda L. C. Baeza', 'Sara Evans Lacko']"
10.1093/schbul/sbn183,['Brian Kirkpatrick']
10.1017/s2045796015001067,"['John A. Naslund', 'Kelly A. Aschbrenner', 'Lisa A. Marsch', 'Stephen J. Bartels']"
10.1002/sea2.12033,['Anna Jefferson']
10.1111/1532-7795.00033,"['Martha E. Wadsworth', 'Bruce E. Compas']"
10.1111/j.1741-3737.2000.01269.x,['Paul R. Amato']
10.1037/0003-066x.53.6.647,"['Abraham Wandersman', 'Maury Nation']"
10.1075/idjdd.13.1.06vre,['Claes H. de Vreese']
10.1001/jamapsychiatry.2015.2132,"['Bridget F. Grant', 'Tulshi D. Saha', 'W. June Ruan', 'Risë B. Goldstein', 'S. Patricia Chou', 'Jeesun Jung', 'Haitao Zhang', 'Sharon Smith', 'Roger P. Pickering', 'Boji Huang', 'Deborah S. Hasin']"
10.2139/ssrn.4413852,"['Pinelopi Goldberg', 'Tristan Reed']"
10.1080/02589346.2013.856568,['Siphokazi Magadla']
10.1016/s2214-109x(20)30366-1,"['Jena D. Hamadani', 'Mohammed Imrul Hasan', 'Andrew Baldi', 'Sheikh Jamal Hossain', 'Shamima Shiraji', 'Mohammad Saiful Alam Bhuiyan', 'Syeda Fardina Mehrin', 'Jane Fisher', 'Fahmida Tofail', 'S. M. Mulk Uddin Tipu', 'Sally Grantham‐McGregor', 'Beverley‐Ann Biggs', 'Sabine Braat', 'Sant‐Rayn Pasricha']"
10.1542/peds.2006-3084,"['Susan A. Fisher‐Owens', 'Stuart A. Gansky', 'Larry J. Platt', 'Jane A. Weintraub', 'Mah‐J Soobader', 'Matthew D. Bramlett', 'Paul W. Newacheck']"
10.1176/appi.ps.201100518,"['E. Jane Costello', 'Jianping He', 'Nancy A. Sampson', 'Ronald C. Kessler', 'Kathleen R. Merikangas']"
10.1093/scan/nsv030,"['Moriah E. Thomason', 'Hilary A. Marusak', 'Maria A. Tocco', 'Angela M. Vila', 'Olivia McGarragle', 'David R. Rosenberg']"
10.1177/109019819402100203,"['Barbara A. Israel', 'Barry Checkoway', 'Amy J. Schulz', 'Marc A. Zimmerman']"
10.2105/ajph.2011.300477,"['Katie A. McLaughlin', 'E. Jane Costello', 'William G. LeBlanc', 'Nancy A. Sampson', 'Ronald C. Kessler']"
10.1111/j.1467-8624.1993.tb02896.x,"['Arnold J. Sameroff', 'Ronald Seifer', 'Alfred L. Baldwin', 'Clara P. Baldwin']"
10.1016/j.anai.2018.07.006,"['Jonathan I. Silverberg', 'Joel M. Gelfand', 'David J. Margolis', 'Mark Boguniewicz', 'Luz Fonacier', 'Mitchell H. Grayson', 'Eric L. Simpson', 'Peck Y. Ong', 'Zelma C. Chiesa Fuxench']"
10.1177/07435584211052983,"['Katherine Sorsdahl', 'Thandi Davies', 'Charl Jensel', 'Dallas Oberholzer', 'Lillian Gelberg', 'Claire van der Westhuizen']"
10.1086/499701,"['Robert C. Pianta', 'Karen M. La Paro', 'Chris Payne', 'Martha J. Cox', 'Robert H. Bradley']"
10.1016/j.ssmmh.2021.100010,"['Smanga Mkhwanazi', 'Andrew Gibbs']"
10.1177/0020764014565405,"['Gang Cheng', 'Dajun Zhang', 'Fangyuan Ding']"
10.1111/j.1440-1819.1979.tb03189.x,"['Kazushige Shingu', 'Itsuo Kawai', 'Koichi Yamada']"
10.1037/1045-3830.23.1.3,"['Jean A. Baker', 'Sycarah Grant', 'Larissa Morlock']"
10.1200/op.22.00350,"['Meera Ragavan', 'Rosa Mora', 'Kate Winder', 'Andrea Incudine', 'Rosie Cunningham', 'Tom Stivers', 'Hala T. Borno']"
10.1002/wps.20777,['Vivette Glover']
10.1207/s15374424jccp3303_2,"['Deborah Gorman‐Smith', 'David B. Henry', 'Patrick H. Tolan']"
10.1515/humaff-2022-0017,"['Peter Babinčák', 'Jaroslava Babjáková']"
10.1002/wps.20733,"['Cristiane S. Duarte', 'Catherine Monk', 'Myrna M. Weissman', 'Jonathan Posner']"
10.1111/j.1548-744x.2011.01063.x,['Melissa Checker']
10.1037/h0087722,['Shelly P. Harrell']
10.1017/s0047279409990638,"['Rebecca Surender', 'Michael Noble', 'Gemma Wright', 'Phakama Ntshongwana']"
10.1177/003172170108201017,"['John R. Hoyle', 'Robert Slater']"
10.1542/peds.2009-1100d,"['Paula Braveman', 'Colleen Barclay']"
10.1108/jd-07-2019-0142,"['Steven Buchanan', 'Cara Jardine']"
10.1002/aps.1584,"['Marianne Leuzinger‐Bohleber', 'Nora Hettich']"
10.1089/apc.2022.0089,"['Donald R. Gerke', 'Jeff Glotfelty', 'Maria Freshman', 'Julia Schlueter', 'Alex Ochs', 'Katie Plax']"
10.1177/1090198104265598,"['Amy J. Schulz', 'Mary E. Northridge']"
10.1080/07421222.1999.11518227,['James Y.L. Thong']
10.1017/gmh.2022.12,"['Zulfa Abrahams', 'Crick Lund']"
10.1111/j.1468-5965.2006.00627.x,['André Sapir']
10.1542/peds.2011-3084,[]
10.1016/j.ssmph.2020.100592,"['Karyn Morrissey', 'Peter Kinderman']"
10.1177/0002764204266236,['Marisol Clark‐Ibáñez']
10.1001/archpsyc.61.9.946,"['Atıf Rahman', 'Zafar Iqbal', 'James Bunn', 'Hermione Lovel', 'Richard Harrington']"
10.1017/s1049023x18000523,"['Julián Santaella-Tenorio', 'Francisco J. Bonilla‐Escobar', 'Luis Nieto-Gil', 'Andrés Fandiño‐Losada', 'María Isabel Gutiérrez', 'Judith Bass', 'Paul Bolton']"
10.1037/0002-9432.75.1.3,['Christopher G. Hudson']
10.1186/s13034-023-00560-8,"['S. Evelyn Stewart', 'John R. Best', 'Robert R. Selles', 'Zainab Naqqash', 'Boyee Lin', 'Cynthia Lu', 'Antony Au', 'Gaelen Snell', 'Clara Westwell‐Roper', 'Tanisha Vallani', 'Elise Ewing', 'Kashish Dogra', 'Quynh Doan', 'Hasina Samji']"
10.1111/0022-4537.00144,"['Walter G. Stephan', 'Krystina A. Finlay']"
10.5455/pmb.1-1340195612,"['Edip Kaya', 'Hilal ozcebe']"
10.1186/s12905-020-01096-1,"['Mamecha Mesha', 'Akalewold Alemayehu', 'Deresse Daka']"
10.1111/j.1475-4991.2000.tb00954.x,['David Madden']
10.1111/famp.12072,"['Tamar Y. Khafi', 'Tuppett M. Yates', 'Suniya S. Luthar']"
10.1001/archpsyc.55.12.1128,"['Catherine A. Melfi', 'Anita Chawla', 'Thomas W. Croghan', 'Mark P. Hanna', 'Sean Kennedy', 'Kate Sredl']"
10.1176/ajp.81.4.705,['Frederick P. Moersch']
10.1159/000066690,"['María Luisa Urdaneta', 'Judith Livingston', 'Maricela Aguilar', 'Sandy Suther', 'Vicky Enciso', 'Celia I. Kaye']"
10.9734/jammr/2019/v29i1130141,"['Lekpa Kingdom David', 'Tombari Bodo', 'Batombari Gbidum Gimah']"
10.1080/01490408709512151,"['Duane W. Crawford', 'Geoffrey Godbey']"
10.1111/gwao.12516,"['Banu Özkazanç‐Pan', 'Alison Pullen']"
10.2307/2136310,"['Ronald C. Kessler', 'Harold W. Neighbors']"
10.1001/jama.2018.0158,"['Ali H. Mokdad', 'Katherine Ballestros', 'Michelle Echko', 'Scott Glenn', 'Helen Elizabeth Olsen', 'Erin C Mullany', 'Alex Lee', 'Abdur Rahman Khan', 'Alireza Ahmadi', 'Alize J Ferrari', 'Amir Kasaeian', 'Andrea Werdecker', 'Austin Carter', 'Ben Zipkin', 'Benn Sartorius', 'Berrin Serdar', 'Bryan L. Sykes', 'Chris Troeger', 'Christina Fitzmaurice', 'Colin D. Rehm', 'Damian Santomauro', 'Daniel Kim', 'Danny V. Colombara', 'David C Schwebel', 'Derrick Tsoi', 'Dhaval Kolte', 'Elaine O. Nsoesie', 'Emma Nichols', 'Eyal Oren', 'Fiona J Charlson', 'George C. Patton', 'Gregory A. Roth', 'Hung Chak Ho', 'Harvey Whiteford', 'Hmwe Hmwe Kyu', 'Holly E Erskine', 'Hsiang Huang', 'Ira Martopullo', 'Jasvinder A. Singh', 'Jean B. Nachega', 'Juan Sanabria', 'Kaja Abbas', 'Sok King Ong', 'Karen M. Tabb', 'Kristopher J Krohn', 'Leslie Cornaby', 'Louisa Degenhardt', 'Mark Moses', 'Maryam S. Farvid', 'Max Griswold', 'Michael H Criqui', 'Michelle L. Bell', 'Minh Nguyen', 'Mitch Wallin', 'Mojde Mirarefin', 'Mostafa Qorbani', 'Mustafa Z Younis', 'Nancy Fullman', 'Patrick Liu', 'Paul Svitil Briant', 'Philimon Gona', 'Rasmus Havmöller', 'Ricky Leung', 'Ruth W Kimokoti', 'Shahrzad Bazargan‐Hejazi', 'Simon I Hay', 'Simon Yadgir', 'Stan Biryukov', 'Dan J. Stein', 'Shazia Alam', 'Tahvi Frank', 'Talha Farid', 'Ted R. Miller', 'Theo Vos', 'Till Bärnighausen', 'Tsegaye Gebrehiwot', 'Yuichiro Yano', 'Ziyad Al‐Aly', 'Alem Mehari', 'Alexis J. Handal', 'Amit Kandel', 'Benjamin O. Anderson', 'Brian J. Biroscak', 'Dariush Mozaffarian', 'E. Ray Dorsey', 'Eric L. Ding', 'Eun‐Kee Park', 'Gregory R. Wagner', 'Guoqing Hu', 'Honglei Chen', 'Jacob E. Sunshine', 'Jagdish Khubchandani', 'Janet L Leasher', 'Janni Leung', 'Joshua A. Salomon', 'Jürgen Unützer', 'Leah E. Cahill', 'Leslie T. Cooper', 'Masako Horino', 'Michael Bräuer']"
10.1097/md.0000000000003630,"['Juan Carlos de la Torre Zevallos', 'Meredith L. Wilcox', 'Naomie Jean', 'Juan Acuña']"
10.1207/s15374424jccp2304_5,"['Beth K. Attar', 'Nancy G. Guerra', 'Patrick H. Tolan']"
10.1080/13691058.2022.2086709,"['Wesley M. King', 'Laura Jadwin‐Cakmak', 'Racquelle Trammell', 'Kristi E. Gamarel']"
10.1111/j.1545-5300.2003.00001.x,['Froma Walsh']
10.1037/a0016918,"['Jennifer L. Hefner', 'Daniel Eisenberg']"
10.1037/0022-006x.70.1.44,"['Ana Mari Cauce', 'Melanie M. Domenech Rodríguez', 'Matthew J. Paradise', 'Bryan N. Cochran', 'Jennifer Munyi Shea', 'Debra Srebnik', 'Nazlı Baydar']"
10.1111/1464-0597.00092,['Albert Bandura']
10.15388/psichol.1984.5.9130,['Rasa Bieliauskaitė']
10.1037/0021-843x.116.1.176,"['Julie B. Kaplow', 'Cathy Spatz Widom']"
10.1111/1467-8624.00473,"['Rosario Ceballo', 'Vonnie C. McLoyd']"
10.1111/etap.12006,"['Amanda Bullough', 'Maija Renko', 'Tamara Myatt']"
10.1057/palgrave.jit.2000136,['Chrisanthi Avgerou']
10.1289/ehp494,"['Vivian C. Pun', 'Justin Manjourides', 'Helen Suh']"
10.1111/j.1467-8624.1995.tb00933.x,"['Laura Ann McCloskey', 'Aurelio José Figueredo', 'Mary P. Koss']"
10.1192/bjp.113.498.499,"['J. K. Wing', 'J. L. T. Birley', 'J. E. Cooper', 'Graham Philip', 'A. D. Isaacs']"
10.1111/j.1469-7610.2007.01855.x,['Myron L. Belfer']
10.1001/archpedi.159.1.25,"['J. David Hawkins', 'Rick Kosterman', 'Richard F. Catalano', 'Sheryl A. Hemphill', 'Robert D. Abbott']"
10.1001/archpedi.157.8.746,"['Richard Strauß', 'Harold A. Pollack']"
10.1353/sac.2011.0019,['Craig E. Bertolet']
10.1086/681301,"['Bruce Western', 'Anthony A. Braga', 'Jaclyn Davis', 'Catherine Sirois']"
10.1037/1040-3590.15.3.340,"['Stephen D. Benning', 'Christopher J. Patrick', 'Brian M. Hicks', 'Daniel M. Blonigen', 'Robert F. Krueger']"
10.1080/14622200802443569,"['Douglas Ziedonis', 'Brian Hitsman', 'Jean C. Beckham', 'Michael J. Zvolensky', 'Lawrence E. Adler', 'Janet Audrain‐McGovern', 'Naomi Breslau', 'Richard A. Brown', 'Tony P. George', 'Jill M. Williams', 'Patrick S. Calhoun', 'William T. Riley']"
10.1542/peds.2008-1057,"['Michael D. Kogan', 'Bonnie Strickland', 'Stephen J. Blumberg', 'Gopal K. Singh', 'James M. Perrin', 'Peter C. van Dyck']"
10.1111/j.1741-3737.2002.00384.x,['Karen Seccombe']
10.1353/hrq.1995.0017,['Ronald Paul Hill']
10.5465/ambpp.2012.13154abstract,"['Ronald K. Mitchell', 'Rob Mitchell', 'Jae Hwan Lee', 'Angela Randolph']"
10.1093/bjc/40.3.414,['Christina Pantazis']
10.1111/j.1468-4446.2008.00219.x,"['Kathleen Kiernan', 'Marisela Huerta']"
10.1192/bjo.2021.637,"['Alicja Beksinska', 'Zaina Jama', 'Rhoda Kabuti', 'Mary Kungu', 'Hellen Babu', 'Emily Nyakiri', 'Pooja Shah', 'Chrispo Nyabuto', 'Monica Okumu', 'Anne Mahero', 'Pauline Ngurukiri', 'Erastus Irungu', 'Wendy Adhiambo', 'Peter Muthoga', 'Rupert Kaul', 'Janet Seeley', 'Tara Beattie', 'Joshua Kimani', 'Helen A. Weiss']"
10.1002/wps.20388,"['Anthony F. Jorm', 'Scott B. Patten', 'Traolach Brugha', 'Ramin Mojtabai']"
10.2105/ajph.88.1.75,"['Adrian Angold', 'Stephen Craig Messer', 'Dalene Stangl', 'Elizabeth M. Z. Farmer', 'E. Jane Costello', 'Barbara J. Burns']"
10.1111/asap.12001,"['Matthew A. Diemer', 'Rashmita S. Mistry', 'Martha E. Wadsworth', 'Irene López', 'Faye A. Reimers']"
10.1176/appi.ajp.2009.08121849,"['Argyris Stringaris', 'Patricia Cohen', 'Daniel S. Pine', 'Ellen Leibenluft']"
10.1109/icet52293.2021.9563159,"['Nathanstee Q. Anayan', 'Virgil L. Penuela']"
10.1046/j.1467-3010.2003.00303.x,['Sarah Schenker']
10.5694/j.1326-5377.1998.tb126776.x,"['Colin Mathers', 'Deborah Schofield']"
10.1002/wps.20385,"['Stephen R. Marder', 'Silvana Galderisi']"
10.1016/j.sbspro.2012.11.437,['Veena Partab']
10.1097/corr.0000000000002044,"['Abby L. Cheng', 'Jeremy V. McDuffie', 'Matthew J. Schuelke', 'Ryan P. Calfee', 'Heidi Prather', 'Graham A. Colditz']"
10.1073/pnas.0600888103,"['Eric I. Knudsen', 'James J. Heckman', 'Judy L. Cameron', 'Jack P. Shonkoff']"
10.1002/wps.21042,"['Amanda Sheffield Morris', 'Jennifer Hays']"
10.1093/jrs/fem011,['Roger Zetter']
10.1136/jech.2008.082743,"['Clare Bambra', 'Marcia Gibson', 'Amanda Sowden', 'Kath Wright', 'Margaret Whitehead', 'Mark Petticrew']"
10.1001/jama.290.5.603,"['Bradley D. Stein', 'Lisa H. Jaycox', 'Sheryl H. Kataoka', 'Marleen Wong', 'Wenli Tu', 'Marc N. Elliott', 'Arlène Fink']"
10.1001/archgenpsychiatry.2011.15,"['Jitender Sareen', 'Tracie O. Afifi', 'Katherine A. McMillan', 'Gordon J. G. Asmundson']"
10.1001/jama.1996.03540080062031,['Ellen L. Bassuk']
10.1080/15374410902851382,"['John V. Lavigne', 'Susan A. LeBailly', 'Joyce Hopkins', 'Karen R. Gouze', 'Helen J. Binns']"
10.2105/ajph.98.supplement_1.s150,['David R. Williams']
10.1007/s10464-005-6233-6,"['Belle Liang', 'Lisa A. Goodman', 'Pratyusha Tummala–Narra', 'Sarah R. Weintraub']"
